UserId,Name,Email,Password,Payment Methods,Crypto Wallet Address,Education,Genre,Subgenres,Location,Website,Social Media,Discography (Count),NFTs (Count),Achievements,Collaboration (Y/N),Collaboration Type,Services Provided,Services Sought,Deals Participated,Deals Completed,Post Links,Likes Count,Comments Count,Opportunities Raised,Payment History,Reviews,Rank
ART1434,Gregory Walker,joel68@example.org,[Hashed Password],Paypal,TRON,Music Academy,Jazz,Bebop,"East Donaldshire, Vietnam",https://kalakrut.com/Gregory Walker,Fb,10,5,Featured in Magazine,Yes,event,Music Production,Feature Verse,8,4,3,1645587,303462,1,9,10,976
ART2690,Katelyn Schroeder,andreahernandez@example.com,[Hashed Password],Credit Card,Coinye,Music Academy,World,Contemporary,"East Bryanborough, United States Virgin Islands",https://kalakrut.com/Katelyn Schroeder,LinkedIn,10,1,,Yes,business,Music Production,Session Musician,10,4,15,8202960,9226560,1,6,9,149
ART6733,Robert Mccarty,mcdanielseth@example.org,[Hashed Password],Paypal,Zcash,Self-Taught,Classical,Opera,"New Andrefurt, Saint Vincent and the Grenadines",https://kalakrut.com/Robert Mccarty,Insta,7,4,Won Award,Yes,lyrics,Vocals,Mixing & Mastering,6,5,2,1325252,100962,0,1,0,766
ART5158,Charles Smith,oliverangela@example.org,[Hashed Password],Credit Card,Bitcoin Cash,Self-Taught,Rock,Metal,"North Lori, Syrian Arab Republic",https://kalakrut.com/Charles Smith,Fb,6,3,Featured in Magazine,No,event,Songwriting,Session Musician,5,2,7,5487601,2231551,5,4,4,518
ART4009,Jacqueline Parker,zmason@example.net,[Hashed Password],Paypal,Omni,Self-Taught,Jazz,Smooth Jazz,"North William, Peru",https://kalakrut.com/Jacqueline Parker,Insta,4,5,,Yes,lyrics,Music Production,Mixing & Mastering,0,0,5,3771140,1242620,0,10,5,502
ART2324,David Nolan,gregoryward@example.com,[Hashed Password],Cash on Delivery,Coinye,Self-Taught,Hip-Hop,Boom Bap,"Cooperborough, Luxembourg",https://kalakrut.com/David Nolan,Twitter,1,5,Featured in Magazine,Yes,event,Vocals,Feature Verse,0,0,13,2704039,2057471,1,10,2,922
ART7153,Juan Thompson,hallmark@example.org,[Hashed Password],Stripe,Decred,Music Academy,Rock,Indie Rock,"Kennedyton, New Zealand",https://kalakrut.com/Juan Thompson,Fb,3,3,Won Award,No,logistics,Vocals,Session Musician,3,1,16,7104256,3110576,1,9,10,32
ART689,Joshua Cervantes,aaronclark@example.com,[Hashed Password],Debit Card,Zclassic,Self-Taught,Electronic,Dubstep,"West Kevin, Pakistan",https://kalakrut.com/Joshua Cervantes,LinkedIn,8,4,Won Award,Yes,PR,Songwriting,Feature Verse,7,6,20,15759060,22578940,0,9,0,77
ART549,Joel Taylor,melissalawrence@example.com,[Hashed Password],Credit Card,Bitcoin Cash,Online Course,Jazz,Bebop,"South Kaitlynberg, Poland",https://kalakrut.com/Joel Taylor,Insta,3,3,,No,logistics,Songwriting,Session Musician,3,3,15,14631360,1385565,3,4,0,132
ART372,Benjamin Ward,sarahroberson@example.net,[Hashed Password],Stripe,AMP,Self-Taught,World,Contemporary,"New Alison, Greenland",https://kalakrut.com/Benjamin Ward,YouTube,9,0,Featured in Magazine,Yes,business,Music Production,Mixing & Mastering,6,3,10,7085070,1400740,1,1,1,733
ART8389,Michael Morgan,stevenconner@example.org,[Hashed Password],Credit Card,Zcash,Music Academy,Classical,Opera,"Zacharyshire, Guernsey",https://kalakrut.com/Michael Morgan,LinkedIn,5,3,Featured in Magazine,No,lyrics,Songwriting,Session Musician,7,2,20,18855540,33385280,1,10,5,6
ART531,Justin Gill,cody72@example.net,[Hashed Password],Debit Card,Titcoin,Online Course,Indian,Sufi,"Silvaborough, Bolivia",https://kalakrut.com/Justin Gill,LinkedIn,10,0,,Yes,choreography,Songwriting,Mixing & Mastering,6,2,7,6211667,709198,5,3,5,748
ART9141,Alison Lawson,ulee@example.com,[Hashed Password],Debit Card,Emercoin,Online Course,Jazz,Fusion,"Bridgetfurt, Australia",https://kalakrut.com/Alison Lawson,YouTube,7,1,,No,script,Music Production,Feature Verse,10,6,10,5390,3130,5,6,6,214
ART1856,Karen Williams,operkins@example.com,[Hashed Password],Stripe,Waves Platform,Self-Taught,Hip-Hop,Boom Bap,"Smithfurt, Israel",https://kalakrut.com/Karen Williams,Twitter,2,4,,Yes,choreography,Songwriting,Mixing & Mastering,6,5,5,1605600,708940,2,1,9,100
ART6869,Jessica Perez,kristy81@example.org,[Hashed Password],Credit Card,Zclassic,Online Course,Electronic,House,"New Robinville, Norway",https://kalakrut.com/Jessica Perez,Fb,2,1,Won Award,No,logistics,Music Production,Session Musician,4,0,6,4512378,2623266,0,2,7,145
ART6205,Eric Cunningham,suereeves@example.com,[Hashed Password],Debit Card,Cardano,Online Course,Pop,Pop Rock,"Davismouth, Sri Lanka",https://kalakrut.com/Eric Cunningham,SubStack,3,1,Won Award,Yes,business,Vocals,Session Musician,5,2,7,3053155,1262002,1,7,9,176
ART1780,Wendy Garner,romanmary@example.net,[Hashed Password],Stripe,Vertcoin,Online Course,Jazz,Bebop,"Port Paigeburgh, Hungary",https://kalakrut.com/Wendy Garner,Twitter,8,4,Featured in Magazine,Yes,event,Vocals,Feature Verse,1,1,19,9496295,6102895,0,10,1,404
ART9456,Sean Hernandez,lawrence91@example.com,[Hashed Password],Paypal,Primecoin,Online Course,Indian,Carnatic,"Brownhaven, Papua New Guinea",https://kalakrut.com/Sean Hernandez,Twitter,7,4,Featured in Magazine,No,logistics,Music Production,Mixing & Mastering,2,1,5,1205855,597380,0,9,9,250
ART2518,Christopher Beck,mwalker@example.org,[Hashed Password],Stripe,Vertcoin,Online Course,World,Contemporary,"New Clinton, Christmas Island",https://kalakrut.com/Christopher Beck,Fb,8,0,,Yes,logistics,Vocals,Session Musician,9,1,13,4978506,1552889,4,4,6,730
ART8900,Peter Mccarthy,parkerkatie@example.com,[Hashed Password],Paypal,Feathercoin,Music Academy,Jazz,Smooth Jazz,"East Gregorymouth, United Arab Emirates",https://kalakrut.com/Peter Mccarthy,Twitter,4,5,,No,choreography,Music Production,Feature Verse,5,1,20,5060960,8073020,5,8,1,5
ART2103,Joseph Leblanc,dbrennan@example.com,[Hashed Password],Paypal,Burstcoin,Online Course,Classical,Orchestra,"South Tonyaland, Lao People's Democratic Republic",https://kalakrut.com/Joseph Leblanc,SubStack,8,3,Featured in Magazine,No,logistics,Songwriting,Mixing & Mastering,10,10,20,7216580,7304440,3,7,1,996
ART3203,Scott Stark,michaelanderson@example.com,[Hashed Password],Debit Card,Primecoin,Music Academy,World,Folk,"Saraburgh, Morocco",https://kalakrut.com/Scott Stark,Twitter,2,2,Won Award,No,design,Songwriting,Mixing & Mastering,1,0,4,1158264,448524,0,6,5,929
ART8742,Joanne Douglas,ronaldmurphy@example.org,[Hashed Password],Debit Card,TRON,Self-Taught,Hip-Hop,Trap,"Christopherburgh, China",https://kalakrut.com/Joanne Douglas,Insta,4,1,Featured in Magazine,No,script,Songwriting,Mixing & Mastering,4,3,7,1457988,411327,4,5,8,3
ART1602,Mark Hawkins,kyle16@example.com,[Hashed Password],Paypal,Zclassic,Online Course,Indian,Carnatic,"Lake Elizabethfurt, Oman",https://kalakrut.com/Mark Hawkins,YouTube,2,2,,No,choreography,Songwriting,Feature Verse,3,1,13,11954384,9978462,0,10,6,42
ART5530,Jenny Joseph,jeremy09@example.org,[Hashed Password],Paypal,Emercoin,Music Academy,Rock,Metal,"Larrytown, Taiwan",https://kalakrut.com/Jenny Joseph,YouTube,8,5,Featured in Magazine,No,concept,Vocals,Feature Verse,4,2,2,1122696,188838,0,8,6,450
ART4684,Dean Watts,ruizmaria@example.net,[Hashed Password],Cash on Delivery,Monero,Online Course,Hip-Hop,Trap,"Huffmanhaven, United States Minor Outlying Islands",https://kalakrut.com/Dean Watts,YouTube,9,0,Featured in Magazine,No,design,Music Production,Feature Verse,6,1,14,5249048,7195846,4,4,6,885
ART6134,Evelyn Fernandez,fpeterson@example.org,[Hashed Password],Stripe,Lisk,Online Course,Pop,K-Pop,"Morrishaven, Rwanda",https://kalakrut.com/Evelyn Fernandez,YouTube,7,3,Featured in Magazine,No,PR,Music Production,Mixing & Mastering,6,2,5,1570630,531890,3,5,9,389
ART6659,Amber Harris,tmoore@example.com,[Hashed Password],Cash on Delivery,PotCoin,Music Academy,World,Contemporary,"Gloriafort, Latvia",https://kalakrut.com/Amber Harris,Fb,3,4,,No,script,Songwriting,Mixing & Mastering,2,0,7,3687999,2334577,0,6,9,746
ART6393,Joshua Burnett Jr.,henry57@example.com,[Hashed Password],Paypal,SwiftCoin,Music Academy,World,Contemporary,"Brandichester, United Kingdom",https://kalakrut.com/Joshua Burnett Jr.,Fb,3,3,Won Award,No,script,Music Production,Mixing & Mastering,3,3,19,6063717,6025622,5,10,6,990
ART1583,Taylor Williams,susanrichard@example.com,[Hashed Password],Stripe,Ubiq,Online Course,Jazz,Bebop,"West Sethtown, Greenland",https://kalakrut.com/Taylor Williams,Fb,5,5,,No,script,Vocals,Feature Verse,3,1,3,1461234,178122,1,9,3,776
ART5521,Amy Johnson,kelseylopez@example.com,[Hashed Password],Credit Card,TRON,Self-Taught,Indian,Instrumental,"East Teresaport, Puerto Rico",https://kalakrut.com/Amy Johnson,Twitter,10,4,Won Award,No,choreography,Vocals,Mixing & Mastering,9,1,8,5916856,1751376,4,8,0,482
ART4826,Paul Vasquez,alexcortez@example.com,[Hashed Password],Debit Card,Monero,Online Course,Jazz,Bebop,"Vaughanton, Croatia",https://kalakrut.com/Paul Vasquez,YouTube,9,1,Featured in Magazine,Yes,logistics,Vocals,Mixing & Mastering,8,0,16,7256960,1357120,4,5,7,608
ART1179,Joseph Davies,jwilson@example.org,[Hashed Password],Stripe,Feathercoin,Online Course,Jazz,Smooth Jazz,"North Josefort, China",https://kalakrut.com/Joseph Davies,Insta,1,4,Won Award,Yes,design,Vocals,Feature Verse,2,1,15,8306265,10383945,3,5,10,23
ART9429,Emily Wise,alicia63@example.com,[Hashed Password],Paypal,Dogecoin,Self-Taught,Rock,Alternative,"New Pamelachester, Romania",https://kalakrut.com/Emily Wise,LinkedIn,9,1,Featured in Magazine,No,script,Vocals,Feature Verse,4,3,2,1104162,77020,2,1,3,114
ART8478,Clinton Hawkins,brianmartinez@example.org,[Hashed Password],Cash on Delivery,Zcash,Music Academy,Indian,Hindustani,"East Scott, Italy",https://kalakrut.com/Clinton Hawkins,LinkedIn,3,0,,No,script,Music Production,Mixing & Mastering,4,3,3,1427850,132237,0,5,10,122
ART5185,Diana Larson,brownjacob@example.net,[Hashed Password],Credit Card,Bitcoin,Music Academy,Jazz,Fusion,"Lake Cindy, Eritrea",https://kalakrut.com/Diana Larson,Insta,8,3,,Yes,lyrics,Vocals,Mixing & Mastering,0,0,18,349542,37314,2,10,1,508
ART9259,Brenda Nguyen,solomonronald@example.net,[Hashed Password],Stripe,BlackCoin,Music Academy,Hip-Hop,Boom Bap,"East Sara, United States Minor Outlying Islands",https://kalakrut.com/Brenda Nguyen,Twitter,5,5,,Yes,choreography,Vocals,Feature Verse,9,4,20,16622580,9299640,1,6,2,229
ART3692,Aaron Ross,mcdonaldrobin@example.org,[Hashed Password],Credit Card,Bitcoin,Music Academy,Electronic,House,"Michaelchester, Honduras",https://kalakrut.com/Aaron Ross,YouTube,3,2,Won Award,No,event,Music Production,Feature Verse,6,3,15,9720150,3246240,2,2,3,963
ART450,Emily Phillips,qsmith@example.com,[Hashed Password],Paypal,Ubiq,Music Academy,Hip-Hop,Boom Bap,"Jenkinsmouth, French Southern Territories",https://kalakrut.com/Emily Phillips,SubStack,9,5,,No,design,Vocals,Feature Verse,7,4,19,8271878,12067983,0,8,4,208
ART6547,Joseph Taylor,gallegosashley@example.net,[Hashed Password],Paypal,Vertcoin,Music Academy,Electronic,EDM,"Nathanborough, Romania",https://kalakrut.com/Joseph Taylor,SubStack,9,3,Featured in Magazine,No,choreography,Music Production,Mixing & Mastering,2,0,12,183348,11808,1,5,9,634
ART3568,Cameron Murphy,fpatel@example.org,[Hashed Password],Stripe,Primecoin,Self-Taught,Hip-Hop,Conscious Rap,"Kristyville, French Polynesia",https://kalakrut.com/Cameron Murphy,Fb,5,4,Featured in Magazine,Yes,script,Songwriting,Feature Verse,5,5,3,424587,25095,1,1,1,982
ART5227,Robert Huff,petercampbell@example.org,[Hashed Password],Cash on Delivery,AMP,Music Academy,Classical,Chamber,"Port Davidstad, Colombia",https://kalakrut.com/Robert Huff,Twitter,10,4,Won Award,No,lyrics,Songwriting,Mixing & Mastering,9,2,6,4104570,1966860,0,3,0,199
ART1464,Ellen Garcia,kelly94@example.com,[Hashed Password],Paypal,NEO,Music Academy,Jazz,Smooth Jazz,"East Heather, France",https://kalakrut.com/Ellen Garcia,Fb,9,2,,No,script,Songwriting,Feature Verse,3,0,11,6576834,4408624,2,8,9,588
ART8743,Jason Marquez,kyle21@example.com,[Hashed Password],Credit Card,Peercoin,Online Course,Indian,Instrumental,"Johnfort, Saint Vincent and the Grenadines",https://kalakrut.com/Jason Marquez,Twitter,8,5,Featured in Magazine,No,business,Vocals,Feature Verse,3,3,18,3802068,1332954,4,3,8,774
ART1431,Kevin Knight,smithkelly@example.org,[Hashed Password],Credit Card,Lisk,Online Course,Hip-Hop,Conscious Rap,"Joelmouth, Latvia",https://kalakrut.com/Kevin Knight,SubStack,6,2,Featured in Magazine,Yes,logistics,Songwriting,Session Musician,0,0,6,5297382,1057596,0,9,4,147
ART6196,Joshua Perez,robertrice@example.com,[Hashed Password],Stripe,Bitcoin Cash,Self-Taught,World,Contemporary,"North Kelly, Iceland",https://kalakrut.com/Joshua Perez,LinkedIn,5,3,,Yes,script,Music Production,Mixing & Mastering,2,0,10,1508990,691450,4,8,1,281
ART4387,Maureen Hernandez,jennifergordon@example.com,[Hashed Password],Stripe,Dogecoin,Online Course,Pop,Dance Pop,"Anthonyport, British Virgin Islands",https://kalakrut.com/Maureen Hernandez,LinkedIn,5,0,,Yes,script,Vocals,Session Musician,8,1,11,5118597,4843685,3,7,2,612
ART9439,Stephanie Rodriguez,carrrachel@example.com,[Hashed Password],Cash on Delivery,Nxt,Online Course,Indian,Hindustani,"Smallfort, Comoros",https://kalakrut.com/Stephanie Rodriguez,Fb,4,4,Won Award,Yes,business,Songwriting,Session Musician,5,4,10,4016980,3516160,2,9,5,255
ART5614,David Reyes,ejohnson@example.net,[Hashed Password],Credit Card,Emercoin,Self-Taught,Electronic,EDM,"East Elijah, Croatia",https://kalakrut.com/David Reyes,LinkedIn,9,4,Won Award,Yes,script,Vocals,Session Musician,8,1,16,11914960,12038544,0,3,10,473
ART2254,Thomas Smith,morganmonica@example.net,[Hashed Password],Credit Card,Zclassic,Online Course,Classical,Opera,"New Randyton, Zimbabwe",https://kalakrut.com/Thomas Smith,Insta,9,5,Won Award,Yes,production,Vocals,Session Musician,4,3,20,15898500,4410200,1,9,3,168
ART5617,Kelli Miller,michelle63@example.net,[Hashed Password],Stripe,BlackCoin,Music Academy,Rock,Metal,"North Krista, British Virgin Islands",https://kalakrut.com/Kelli Miller,YouTube,8,4,Featured in Magazine,Yes,production,Vocals,Session Musician,10,4,15,9491745,7305795,3,8,8,389
ART8298,Linda Morris,edwardscristian@example.org,[Hashed Password],Debit Card,Burstcoin,Music Academy,Classical,Opera,"Jacksonview, Botswana",https://kalakrut.com/Linda Morris,SubStack,8,2,Won Award,No,production,Vocals,Feature Verse,6,6,3,1038195,51090,3,3,4,294
ART1392,Jill Horton,jamie60@example.net,[Hashed Password],Cash on Delivery,Dash,Music Academy,Pop,K-Pop,"North Cynthia, Cape Verde",https://kalakrut.com/Jill Horton,SubStack,4,0,Featured in Magazine,No,concept,Songwriting,Mixing & Mastering,8,3,7,3671528,920745,1,7,3,575
ART24,Elizabeth Bishop DDS,clarkeamanda@example.org,[Hashed Password],Credit Card,BlackCoin,Self-Taught,Pop,K-Pop,"Glennton, Cayman Islands",https://kalakrut.com/Elizabeth Bishop DDS,SubStack,3,2,,Yes,business,Vocals,Feature Verse,10,10,14,11469318,13290676,1,4,5,586
ART7494,William Cox,xbuchanan@example.org,[Hashed Password],Cash on Delivery,Namecoin,Self-Taught,Classical,Chamber,"Christinestad, Greece",https://kalakrut.com/William Cox,Insta,1,0,Featured in Magazine,Yes,logistics,Vocals,Mixing & Mastering,10,4,16,9768352,6819920,0,4,6,132
ART7004,Sheila Padilla,smithmichelle@example.net,[Hashed Password],Credit Card,Burstcoin,Online Course,Hip-Hop,Boom Bap,"North Ethan, Vietnam",https://kalakrut.com/Sheila Padilla,LinkedIn,6,1,Won Award,Yes,PR,Music Production,Feature Verse,4,1,5,755020,196520,4,2,9,613
ART3689,Derek Swanson,ispence@example.org,[Hashed Password],Cash on Delivery,Ubiq,Music Academy,World,Folk,"Lake Ashleyport, Bolivia",https://kalakrut.com/Derek Swanson,SubStack,10,5,Featured in Magazine,Yes,logistics,Music Production,Feature Verse,6,0,2,1064490,127126,4,10,6,666
ART740,Amy Benson,elizabethfigueroa@example.com,[Hashed Password],Stripe,Peercoin,Online Course,World,Contemporary,"Lake Nathanielfort, Lithuania",https://kalakrut.com/Amy Benson,Fb,4,0,Featured in Magazine,No,PR,Vocals,Session Musician,5,4,17,12539268,4660346,0,7,2,604
ART3256,Ashley Hicks,cindy37@example.org,[Hashed Password],Stripe,Feathercoin,Online Course,Rock,Indie Rock,"Johnsonview, Liechtenstein",https://kalakrut.com/Ashley Hicks,Twitter,10,5,Featured in Magazine,No,event,Vocals,Mixing & Mastering,5,4,15,986025,1266480,2,10,0,940
ART707,Carlos Stewart,joshua20@example.org,[Hashed Password],Cash on Delivery,Titcoin,Self-Taught,World,Folk,"South Zacharyhaven, French Southern Territories",https://kalakrut.com/Carlos Stewart,Fb,8,0,Won Award,No,production,Vocals,Session Musician,0,0,8,6803416,3024696,0,7,9,169
ART509,Christopher Santos,aspencer@example.net,[Hashed Password],Credit Card,MazaCoin,Music Academy,Rock,Metal,"South Heather, Belgium",https://kalakrut.com/Christopher Santos,LinkedIn,5,4,Featured in Magazine,Yes,logistics,Songwriting,Mixing & Mastering,7,4,17,768366,786216,1,2,7,593
ART8950,Shelia Smith,larryevans@example.com,[Hashed Password],Paypal,Bitcoin Cash,Online Course,Electronic,House,"Paulhaven, Israel",https://kalakrut.com/Shelia Smith,YouTube,9,3,Won Award,Yes,event,Music Production,Session Musician,2,0,10,6181360,521760,0,6,3,897
ART5725,Tracey Hernandez,nicolegarcia@example.org,[Hashed Password],Cash on Delivery,DigitalNote,Self-Taught,Rock,Metal,"West Samantha, American Samoa",https://kalakrut.com/Tracey Hernandez,YouTube,10,0,Featured in Magazine,No,choreography,Songwriting,Session Musician,7,7,10,99890,37510,0,7,7,79
ART9316,Mr. Patrick Robinson,connorgarcia@example.org,[Hashed Password],Paypal,Litecoin,Music Academy,Electronic,Dubstep,"Thomasville, Malawi",https://kalakrut.com/Mr. Patrick Robinson,Twitter,10,0,,No,event,Vocals,Feature Verse,3,0,3,119853,33333,4,1,6,517
ART4351,Erica Jackson,cassandrajones@example.com,[Hashed Password],Debit Card,Ripple,Self-Taught,Pop,Pop Rock,"Ronaldland, Estonia",https://kalakrut.com/Erica Jackson,Fb,1,3,Featured in Magazine,No,event,Music Production,Session Musician,5,5,19,1778495,635113,4,3,1,674
ART3295,Allison Smith,pjohns@example.net,[Hashed Password],Debit Card,Emercoin,Online Course,Classical,Orchestra,"North Annshire, Myanmar",https://kalakrut.com/Allison Smith,LinkedIn,6,0,,Yes,concept,Music Production,Feature Verse,5,0,11,3750373,3595801,5,1,3,215
ART3406,Sara Stewart,derrickreyes@example.org,[Hashed Password],Credit Card,Litecoin,Music Academy,Pop,Pop Rock,"Francobury, Puerto Rico",https://kalakrut.com/Sara Stewart,LinkedIn,1,3,,No,design,Music Production,Mixing & Mastering,7,2,3,2235906,130446,1,4,10,79
ART2366,Christopher Ballard,wallacecourtney@example.org,[Hashed Password],Paypal,Primecoin,Online Course,World,Folk,"Robertberg, Gambia",https://kalakrut.com/Christopher Ballard,LinkedIn,8,2,,No,lyrics,Vocals,Session Musician,3,0,6,2079582,102486,5,9,3,469
ART9898,James Hines,ularson@example.net,[Hashed Password],Stripe,Nxt,Online Course,Electronic,EDM,"South Michaelbury, Mayotte",https://kalakrut.com/James Hines,LinkedIn,7,0,,Yes,design,Vocals,Mixing & Mastering,3,0,6,5631918,973818,4,7,0,682
ART2987,Jennifer Carter,raymond18@example.org,[Hashed Password],Debit Card,PotCoin,Music Academy,Hip-Hop,Trap,"Tarafurt, Nepal",https://kalakrut.com/Jennifer Carter,Twitter,6,1,Featured in Magazine,No,script,Music Production,Feature Verse,6,0,2,85688,3942,0,6,9,28
ART5740,Regina Shaffer,daniel36@example.net,[Hashed Password],Stripe,IOTA,Online Course,Pop,K-Pop,"Brentfort, Uruguay",https://kalakrut.com/Regina Shaffer,YouTube,4,1,Featured in Magazine,Yes,production,Songwriting,Session Musician,10,5,14,2112628,1048908,2,3,8,935
ART2297,Terrance Durham,vrobertson@example.net,[Hashed Password],Debit Card,Lisk,Self-Taught,Electronic,Dubstep,"South Margaret, United Kingdom",https://kalakrut.com/Terrance Durham,Insta,2,3,Won Award,Yes,PR,Music Production,Feature Verse,2,1,8,7252568,1506048,0,2,1,14
ART6500,Charles Lee,berrygeorge@example.com,[Hashed Password],Credit Card,Primecoin,Self-Taught,Jazz,Fusion,"Grossshire, Bahamas",https://kalakrut.com/Charles Lee,Fb,8,4,Won Award,Yes,choreography,Music Production,Mixing & Mastering,5,0,12,7959888,7141572,0,2,1,989
ART4481,Corey Serrano,danielnorman@example.org,[Hashed Password],Debit Card,Bitcoin Cash,Music Academy,Indian,Thumri,"Danielshire, Chad",https://kalakrut.com/Corey Serrano,YouTube,9,0,,No,script,Songwriting,Feature Verse,10,6,9,2443266,1644435,2,9,10,38
ART9711,Debbie Vega,raymond19@example.net,[Hashed Password],Stripe,Auroracoin,Music Academy,Classical,Chamber,"Port Christine, Estonia",https://kalakrut.com/Debbie Vega,Fb,7,0,,Yes,event,Vocals,Feature Verse,1,1,18,3589776,3706164,4,2,6,33
ART7706,Nathan Davis,qsmith@example.org,[Hashed Password],Paypal,AMP,Self-Taught,Classical,Orchestra,"Hessborough, Azerbaijan",https://kalakrut.com/Nathan Davis,Twitter,10,2,Won Award,No,script,Music Production,Feature Verse,1,0,14,8299102,8492078,0,9,8,390
ART3529,Cynthia Moore,leonarddaniel@example.com,[Hashed Password],Stripe,Omni,Online Course,Pop,Dance Pop,"Sherriside, Sri Lanka",https://kalakrut.com/Cynthia Moore,Twitter,6,3,Won Award,Yes,event,Music Production,Feature Verse,3,2,13,9793472,6381050,2,5,2,637
ART5180,Frank Hardy,cdudley@example.com,[Hashed Password],Stripe,Coinye,Self-Taught,Indian,Thumri,"Scottbury, Saint Kitts and Nevis",https://kalakrut.com/Frank Hardy,Fb,6,3,Won Award,Yes,business,Vocals,Mixing & Mastering,3,0,2,830676,27534,4,5,3,339
ART6515,Michael Osborn,shannonjohnson@example.com,[Hashed Password],Debit Card,NEO,Self-Taught,Rock,Indie Rock,"New Julie, Poland",https://kalakrut.com/Michael Osborn,LinkedIn,4,4,,No,event,Songwriting,Mixing & Mastering,9,7,20,12951760,22159240,5,10,6,365
ART6746,Dr. Emily Olson,jameswarren@example.com,[Hashed Password],Paypal,Tether,Online Course,Electronic,Dubstep,"Lake Steven, Seychelles",https://kalakrut.com/Dr. Emily Olson,Twitter,3,2,Featured in Magazine,No,script,Vocals,Feature Verse,5,0,13,12822927,4069403,0,6,7,241
ART9327,Olivia Willis,ggreen@example.net,[Hashed Password],Paypal,Ethereum,Self-Taught,Hip-Hop,Trap,"Christopherland, Malawi",https://kalakrut.com/Olivia Willis,SubStack,9,4,Won Award,No,lyrics,Vocals,Mixing & Mastering,8,0,4,1175348,435964,1,10,8,991
ART6874,Hannah Edwards,vbrown@example.org,[Hashed Password],Paypal,Dogecoin,Online Course,Classical,Orchestra,"Port Sierra, Comoros",https://kalakrut.com/Hannah Edwards,Fb,1,1,Featured in Magazine,Yes,choreography,Music Production,Mixing & Mastering,6,3,11,2895541,122331,3,8,8,757
ART4655,Jose Lopez,anngonzalez@example.com,[Hashed Password],Cash on Delivery,Ethereum Classic,Online Course,Indian,Carnatic,"New Brianmouth, Saudi Arabia",https://kalakrut.com/Jose Lopez,SubStack,3,2,Won Award,No,design,Vocals,Session Musician,7,5,8,7557504,3291784,0,4,10,955
ART2670,Melvin Gallegos,pmejia@example.net,[Hashed Password],Cash on Delivery,IOTA,Self-Taught,Electronic,Dubstep,"West Coreyfort, Nepal",https://kalakrut.com/Melvin Gallegos,SubStack,8,5,Featured in Magazine,Yes,concept,Vocals,Session Musician,4,0,13,4971785,5436171,0,10,0,226
ART2176,William Pollard,pearsoncynthia@example.com,[Hashed Password],Credit Card,Decred,Music Academy,World,Folk,"Lambfurt, Sudan",https://kalakrut.com/William Pollard,LinkedIn,10,4,Won Award,Yes,PR,Music Production,Feature Verse,3,3,7,2073953,679868,3,2,2,915
ART4600,Emily Jones,blacklauren@example.net,[Hashed Password],Cash on Delivery,Titcoin,Self-Taught,Hip-Hop,Conscious Rap,"Fitzgeraldton, Swaziland",https://kalakrut.com/Emily Jones,LinkedIn,9,0,Won Award,Yes,script,Music Production,Session Musician,10,4,2,1366590,119564,4,7,7,106
ART2828,Russell Soto,mason13@example.org,[Hashed Password],Credit Card,Zcash,Music Academy,Pop,Dance Pop,"East Tina, Rwanda",https://kalakrut.com/Russell Soto,SubStack,3,1,Featured in Magazine,No,lyrics,Vocals,Feature Verse,3,0,7,4069954,2177959,4,2,10,728
ART8494,Lisa Yates,mitchell25@example.com,[Hashed Password],Cash on Delivery,AMP,Music Academy,Pop,Dance Pop,"East Kristi, Mongolia",https://kalakrut.com/Lisa Yates,LinkedIn,2,3,Featured in Magazine,No,production,Songwriting,Mixing & Mastering,0,0,1,410336,26176,4,2,9,103
ART7313,Johnny Nguyen,shellyjohnson@example.org,[Hashed Password],Cash on Delivery,Burstcoin,Online Course,Pop,Pop Rock,"East Jennaland, Jordan",https://kalakrut.com/Johnny Nguyen,YouTube,3,0,,No,production,Songwriting,Session Musician,6,2,15,10827570,7273230,3,1,7,807
ART6981,Christine Nichols,davidcole@example.net,[Hashed Password],Paypal,Waves Platform,Online Course,Electronic,House,"Stefaniemouth, Marshall Islands",https://kalakrut.com/Christine Nichols,Insta,7,1,Won Award,Yes,event,Music Production,Session Musician,10,1,10,7035740,658940,3,6,9,496
ART6377,Sherry Anderson,solissharon@example.org,[Hashed Password],Debit Card,EOS.IO,Online Course,Classical,Chamber,"Timothystad, Togo",https://kalakrut.com/Sherry Anderson,YouTube,5,2,,No,design,Vocals,Session Musician,7,1,13,4140032,4089254,1,1,6,478
ART6056,Nathan Santos,rstewart@example.com,[Hashed Password],Stripe,Auroracoin,Online Course,Classical,Orchestra,"Smithview, Isle of Man",https://kalakrut.com/Nathan Santos,YouTube,1,1,Won Award,Yes,concept,Vocals,Mixing & Mastering,4,2,19,2167900,2855282,1,4,7,515
ART3715,Curtis Davis DDS,gkennedy@example.net,[Hashed Password],Paypal,Dogecoin,Online Course,World,Contemporary,"New Anthonyborough, Solomon Islands",https://kalakrut.com/Curtis Davis DDS,Twitter,5,0,,Yes,choreography,Music Production,Feature Verse,8,2,10,6407480,2168440,4,10,4,893
ART5917,Richard Jenkins,torresdaniel@example.com,[Hashed Password],Cash on Delivery,Decred,Self-Taught,Pop,K-Pop,"Bakerland, United States Minor Outlying Islands",https://kalakrut.com/Richard Jenkins,YouTube,6,3,,No,production,Vocals,Session Musician,10,10,20,11595260,13296000,2,8,6,159
